Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Molucca,La Red,1614,2015,70%,U.S.A.,3,,Dominican Republic
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75,,Indonesia
Molucca,Peru,1618,2015,70%,U.S.A.,3.25,,Peru
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25,,Nicaragua
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75,,Nicaragua
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75,,Nicaragua
Monarque,Oko Caribe,1812,2016,72%,Canada,3.5,,Dominican Republic
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25,,Papua New Guinea
Montecristi,Manabi,1654,2015,63%,Ecuador,3.5,,Ecuador
Montecristi,Manabi,1658,2015,85%,Ecuador,3.5,,Ecuador
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25,,Ecuador
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.5,,Nicaragua
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.5,,Nicaragua
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75,,Dominican Republic
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75,,Madagascar
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75,,Tanzania
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3,,Costa Rica
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5,,Costa Rica
Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75,,"Trinidad, Tobago"
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Barinas,1399,2014,70%,Lithuania,3,,Venezuela
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5,,Hawaii
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5,,Dominican Republic
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana
Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25,,Peru
Nearynogs,"Hispaniola, batch 170308",2060,2018,70%,Ireland,3.25,,Dominican Republic
Neuhaus (Callebaut),Sao Tome,015,2006,75%,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,024,2006,71%,Belgium,3,Criollo,Venezuela
Neuhaus (Callebaut),West Africa,015,2006,73%,Belgium,2,Forastero,West Africa
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1,,
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3,Trinitario,Madagascar
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5,,Ecuador
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75,,Peru
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3,Trinitario,Belize
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3,,Ecuador
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3,,Venezuela
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3,,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Nicaragua,2.75,,Nicaragua
Nuance,La Red,1470,2015,70%,U.S.A.,3.75,,Dominican Republic
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5,Trinitario,Madagascar
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo
Ocelot,Piura,1558,2015,75%,Scotland,4,Criollo,Peru
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5,,Papua New Guinea
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25,,Papua New Guinea
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3,,Papua New Guinea
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75,,Papua New Guinea
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5,,Samoa
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75,,Samoa
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3,,Tanzania
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3,,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75,,"Ghana, Domin. Rep"
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3,,Dominican Republic
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana
Olivia,Carribean-Raw,688,2011,85%,Canada,3,,Carribean
Olivia,Carribean,688,2011,76%,Canada,2.75,,Carribean
Olivia,Carribean,688,2011,85%,Canada,2.75,,Carribean
Olivia,Carribean-Raw,688,2011,76%,Canada,2,,Carribean
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Trinitario,Madagascar
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3,,Papua New Guinea
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania
Omnom,Nicaragua,2036,2018,73%,Iceland,3,,Nicaragua
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize
organicfair,Caribe,1165,2013,72%,Canada,3,,Dominican Republic
organicfair,La Red,1165,2013,72%,Canada,2.75,,Dominican Republic
organicfair,Mindo,1165,2013,72%,Canada,3,Trinitario,Ecuador
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua
organicfair,Panama,2076,2018,71%,South Africa,3,,Panama
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25,,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75,,Bolivia
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75,,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend,
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",024,2006,60%,U.S.A.,3,,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3,Criollo,Hawaii
Orquidea,Peru,859,2012,65%,Peru,3,,Peru
Orquidea,Peru,859,2012,72%,Peru,3,,Peru
Pacari,Raw,266,2008,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
Pacari,Los Rios,224,2008,72%,Ecuador,3,Forastero (Arriba),Ecuador
Pacari,Manabi,224,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Raw,266,2008,100%,Ecuador,2,Forastero (Arriba),Ecuador
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5,,Ecuador
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75,,Ecuador
Pacari,Piura,863,2012,70%,Ecuador,4,,Peru
Pacari,Tangara,1415,2014,70%,Ecuador,4,,Ecuador
Pacari,Montubia,1415,2014,70%,Ecuador,3.75,,Ecuador
Pacari,Cumbia,1415,2014,70%,Ecuador,3.5,,Ecuador
Pacari,Garaua,1415,2014,70%,Ecuador,3.25,,Ecuador
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4,,Colombia
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75,,Bolivia
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75,,Ecuador
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Trinitario,Madagascar
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25,,Bolivia
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5,,Tanzania
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3,Trinitario,Belize
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75,,Guatemala
Palette de Bine,Dominican Republic,2000,2017,75%,Canada,2.75,,Dominican Republic
Palette de Bine,Pisa,1992,2017,70%,Canada,3.5,,Haiti
Palette de Bine,Maranon,1992,2017,72%,Canada,2.75,,Peru
Pangea,Matasawalevu,1860,2016,76%,Spain,3,,Fiji
Park 75,South America,1363,2014,65%,U.S.A.,3.5,,South America
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3,,Bolivia
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5,,Dominican Republic
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5,,Guatemala
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25,,Tanzania
Pascha,Peru,1137,2013,70%,Peru,2.75,,Peru
Pascha,Peru,1137,2013,55%,Peru,2.5,,Peru
Patric,Madagascar,196,2007,70%,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,331,2009,75%,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,439,2009,67%,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend,
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4,,Peru
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Trinitario,Madagascar
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3,,Dominican Republic
Pierre Marcolini,"Kendem Lembu, Java",093,2006,72%,Belgium,3,Criollo,Indonesia
Pierre Marcolini,"Porcelana, Tabasco,  Limited Ed.",081,2006,72%,Belgium,4,Criollo,Mexico
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",093,2006,72%,Belgium,4,Criollo,Venezuela
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4,Trinitario,Madagascar
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3,Forastero,Brazil
Pierre Marcolini,"Porcelana, Tabasco,  Finca La Joya",445,2009,72%,Belgium,3,Criollo,Mexico
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3,Criollo,Peru
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5,,Honduras
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5,,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25,,Ecuador
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25,,Nicaragua
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75,,Nicaragua
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5,,Nicaragua
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5,,Dominican Republic
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru
Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75,Matina,Costa Rica
Potomac,Bahia,789,2011,70%,U.S.A.,3.5,,Brazil
Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3,Matina,Costa Rica
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75,,Peru
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75,,Venezuela
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75,,Dominican Republic
Potomac,Tumaco,2076,2018,70%,U.S.A.,4,,Colombia
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3,Forastero,Brazil
Pralus,Colombie,040,2006,75%,France,3.5,Trinitario,Colombia
Pralus,Cuba,099,2006,75%,France,3,Trinitario,Cuba
Pralus,Fortissima,093,2006,80%,France,4,"Criollo, Trinitario",Ecuador
Pralus,Equateur,040,2006,75%,France,3,Trinitario,Ecuador
Pralus,Ghana,040,2006,75%,France,3.25,Forastero,Ghana
Pralus,"Java, Indonesie",032,2006,75%,France,3.5,Criollo,Indonesia
Pralus,"Djakarta, Java and Ghana",099,2006,75%,France,3.5,"Criollo, Forastero","Indonesia, Ghana"
Pralus,Jamaique,032,2006,75%,France,4,Trinitario,Jamaica
Pralus,"Madagascar, Nosy Be Isle.",005,2006,75%,France,3.75,Criollo,Madagascar
Pralus,Sao Tome & Principe,005,2006,75%,France,3.5,Forastero,Sao Tome & Principe
Pralus,Tanzania,105,2006,75%,France,3.5,Criollo,Tanzania
Pralus,Trinidad,005,2006,75%,France,3.5,Trinitario,Trinidad
Pralus,Vanuatu,040,2006,75%,France,3,Trinitario,Vanuatu
Pralus,"Barlovento, Venezuela",032,2006,75%,France,3.5,Trinitario,Venezuela
Pralus,"Caracas, Venezuela and Ghana",099,2006,75%,France,3,"Trinitario, Forastero","Venezuela, Ghana"
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4,Forastero,Sao Tome
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.5,,Brazil
Pralus,Dominican Republic-Organic,280,2008,75%,France,2,,Dominican Republic
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3,Criollo,Madagascar
Pralus,Papouasie,199,2008,75%,France,3,Trinitario,Papua New Guinea
Pralus,Cuyagua,451,2009,75%,France,2,,Venezuela
Pralus,Chuao,486,2010,75%,France,3.5,Trinitario,Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela
Pralus,Peru,1446,2015,75%,France,3.25,,Peru
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3,Forastero (Nacional),Ecuador
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25,Trinitario,Madagascar
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3.5,Trinitario,Grenada
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75,,Honduras
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.5,Criollo,Madagascar
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.5,,Ecuador
Pump Street Bakery,"Bachelor's Hall, batch 6911",1956,2017,75%,U.K.,3.75,,Jamaica
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75,,Venezuela
Pura Delizia,Dominican,1988,2017,65%,Italy,3.75,,Dominican Republic
Pura Delizia,Ecuador,1988,2017,73%,Italy,3.25,,Ecuador
Pura Delizia,Papua New Guinea,1988,2017,75%,Italy,3.25,,Papua New Guinea
Pura Delizia,Philippines,1988,2017,66%,Italy,3.5,,Philippines
Pura Delizia,Vietnam,1984,2017,75%,Italy,3.5,,Vietnam
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25,,Brazil
Q Chocolate,Brazil,935,2012,60%,Brazil,3,,Brazil
Q Chocolate,Brazil,1057,2013,85%,Brazil,3.5,,Brazil
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25,,Brazil
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25,,Brazil
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75,,Brazil
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3,Trinitario,Mexico
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Criollo,Mexico
Raaka,La Red,785,2011,85%,U.S.A.,3.5,,Dominican Republic
Raaka,Madagascar,959,2012,75%,U.S.A.,3.25,Trinitario,Madagascar
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Forastero,Congo
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3,,"Peru(SMartin,Pangoa,nacional)"
Raaka,"Pisa, roasted",2032,2017,70%,U.S.A.,3.5,,Haiti
Raaka,"Pisa, unroasted",2032,2017,70%,U.S.A.,3.25,,Haiti
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75,,Guatemala
Rancho San Jacinto,Ecuador,565,2010,75%,Ecuador,3,"Forastero(Arriba, CCN)",Ecuador
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.5,Criollo,Peru
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25,,Peru
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5,,Peru
Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Criollo,Peru
Raw Cocoa,Raw,867,2012,70%,Poland,2.5,Criollo,
Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25,,Ecuador
Ritual,Costa Rica,745,2011,75%,U.S.A.,3.5,,Costa Rica
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Sambirano,891,2012,75%,U.S.A.,4,Trinitario,Madagascar
Ritual,Gran Couva,979,2012,75%,U.S.A.,3.5,Trinitario,Trinidad
Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3,Forastero (Nacional),Peru
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.5,,Ecuador
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.5,Blend,
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75,,Ecuador
Ritual,Xoconusco,2008,2017,75%,U.S.A.,3.75,,Mexico
River-Sea,"Kokoa Kamili, Morogoro",2080,2018,72%,U.S.A.,3,Trinitario,Tanzania
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25,,Costa Rica
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25,,Costa Rica
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25,,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3.5,Trinitario,Grenada
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75,,Dominican Republic
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,213,2008,70%,U.S.A.,3,Trinitario,Trinidad
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
Rogue,Piura,565,2010,75%,U.S.A.,3.75,,Peru
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3,Criollo,Bolivia
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4,,Bolivia
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.5,,Dominican Republic
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3.5,Trinitario,Madagascar
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25,,Bolivia
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75,,Venezuela
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75,,Honduras
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5,,Venezuela
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5,,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5,,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,Chuao,2004,2017,73%,Hungary,3.75,,Venezuela
Ruket,"Red Mayan, Xoco",1964,2017,72%,Italy,2.5,Trinitario,Honduras
Ruket,"Pisa, lot 03HA",2036,2018,75%,Italy,3,,Haiti
Ruket,"Nugu, lot 02N",2036,2018,70%,Italy,3.5,,Nicaragua
S.A.I.D.,Arawak,615,2010,72%,Italy,3.5,,Carribean
S.A.I.D.,Samana,615,2010,70%,Italy,3,,Dominican Republic
S.A.I.D.,Malgascio,607,2010,64%,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,Latino,615,2010,72%,Italy,3.5,,
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5,,
Sacred,Twilight,813,2012,69%,U.S.A.,3.25,,Central and S. America
Sacred,Midnight,813,2012,83%,U.S.A.,2.75,,Central and S. America
Salgado,Bahia Superior,288,2008,70%,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,288,2008,70%,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Rio Arriba,292,2008,70%,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Salgado,Carenero Superior,288,2008,70%,Argentina,3.5,Trinitario,Venezuela
San Jose,"H. San Jose, Los Rios, L300817",2004,2017,70%,Ecuador,3.25,,Ecuador
Santander (Compania Nacional),Colombian Dark,032,2006,70%,Colombia,4,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,032,2006,65%,Colombia,3,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,032,2006,53%,Colombia,2,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian w/ nibs,414,2009,70%,Colombia,3,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75,Forastero (Nacional),Colombia
Santome,Sao Tome,761,2011,70%,France,2.75,Forastero,Sao Tome
Scharffen Berger,Kumasi Sambirano,040,2006,68%,U.S.A.,2,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,056,2006,70%,U.S.A.,2,Trinitario,Jamaica
Scharffen Berger,Bittersweet,015,2006,70%,U.S.A.,3.5,Blend,
Scharffen Berger,Semisweet,056,2006,62%,U.S.A.,3,Blend,
Scharffen Berger,Extra Dark,015,2006,82%,U.S.A.,2,,
